"covariateId","covariateName","analysisId","conceptId","CovariateCount","covariateValue","WithOutcome_CovariateCount","WithNoOutcome_CovariateCount","WithOutcome_CovariateMean","WithNoOutcome_CovariateMean","StandardizedMeanDiff"
316447201,"Condition era record observed during anytime on or prior to cohort index:    316447-Chronic hypotension",201,316447,NA,0,NA,NA,NA,NA,0.0984955734753722
316457201,"Condition era record observed during anytime on or prior to cohort index:    316457-Mallory-Weiss syndrome",201,316457,NA,0,NA,NA,NA,NA,-0.0691880005202384
316501251,"Condition era record observed during anytime on or prior to cohort index within condition group:  316501-Vascular disease of the skin",201,316501,NA,0,NA,NA,NA,NA,-0.0758098043578903
316535101,"Condition occurrence record observed during 365d on or prior to cohort index:  316535-Closed fracture of thoracic vertebra without spinal cord injury",101,316535,NA,0,NA,NA,NA,NA,0.127800748017983
316535102,"Condition occurrence record observed during 30d on or prior to cohort index:  316535-Closed fracture of thoracic vertebra without spinal cord injury",102,316535,NA,0,NA,NA,NA,NA,0.134744279814416
316535201,"Condition era record observed during anytime on or prior to cohort index:    316535-Closed fracture of thoracic vertebra without spinal cord injury",201,316535,NA,0,NA,NA,NA,NA,-0.0360611777189963
316795201,"Condition era record observed during anytime on or prior to cohort index:    316795-Congenital anomaly of peripheral blood vessel",201,316795,NA,0,NA,NA,NA,NA,0.123353220001178
316814101,"Condition occurrence record observed during 365d on or prior to cohort index:  316814-Hyperventilation",101,316814,NA,0,NA,NA,NA,NA,-0.0889428099668772
316814201,"Condition era record observed during anytime on or prior to cohort index:    316814-Hyperventilation",201,316814,NA,0,NA,NA,NA,NA,-0.0438997193227639
316822101,"Condition occurrence record observed during 365d on or prior to cohort index:  316822-Heart murmur",101,316822,NA,0,NA,NA,NA,NA,0.00044398285621409
316822102,"Condition occurrence record observed during 30d on or prior to cohort index:  316822-Heart murmur",102,316822,NA,0,NA,NA,NA,NA,0.0849526468981914
316822103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  316822-Heart murmur",103,316822,NA,0,NA,NA,NA,NA,-0.0847883990274221
316822201,"Condition era record observed during anytime on or prior to cohort index:    316822-Heart murmur",201,316822,167,0,17,150,0.0602836879432624,0.0537249283667622,0.0282915319671308
316822202,"Condition era record observed concurrent (overlapping) with cohort index:    316822-Heart murmur",202,316822,NA,0,NA,NA,NA,NA,0.0544907482216519
316866101,"Condition occurrence record observed during 365d on or prior to cohort index:  316866-Hypertensive disorder",101,316866,NA,0,NA,NA,NA,NA,0.0678261273582112
316866151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  316866-Hypertensive disorder",101,316866,2149,0,202,1947,0.716312056737589,0.697349570200573,0.0416651172245908
316866152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  316866-Hypertensive disorder",102,316866,1510,0,141,1369,0.5,0.490329512893983,0.0193427832012311
316866153,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index within condition group:  316866-Hypertensive disorder",103,316866,452,0,45,407,0.159574468085106,0.145773638968481,0.0383775501979144
316866201,"Condition era record observed during anytime on or prior to cohort index:    316866-Hypertensive disorder",201,316866,NA,0,NA,NA,NA,NA,0.0118383773945423
316866251,"Condition era record observed during anytime on or prior to cohort index within condition group:  316866-Hypertensive disorder",201,316866,2407,0,215,2192,0.762411347517731,0.785100286532951,-0.0542479351222403
316866252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  316866-Hypertensive disorder",202,316866,1181,0,103,1078,0.365248226950355,0.386103151862464,-0.0430722592234488
316993101,"Condition occurrence record observed during 365d on or prior to cohort index:  316993-Tricuspid valve disorder",101,316993,NA,0,NA,NA,NA,NA,-0.0967211818345652
316993102,"Condition occurrence record observed during 30d on or prior to cohort index:  316993-Tricuspid valve disorder",102,316993,NA,0,NA,NA,NA,NA,-0.0375807916402475
316993103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  316993-Tricuspid valve disorder",103,316993,NA,0,NA,NA,NA,NA,0.033658931340577
316993151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  316993-Tricuspid valve disorder",101,316993,271,0,22,249,0.0780141843971631,0.0891833810888252,-0.0403615235513433
316993152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  316993-Tricuspid valve disorder",102,316993,128,0,15,113,0.0531914893617021,0.0404727793696275,0.0602258877820861
316993153,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index within condition group:  316993-Tricuspid valve disorder",103,316993,NA,0,NA,NA,NA,NA,-0.0515307522595391
316993201,"Condition era record observed during anytime on or prior to cohort index:    316993-Tricuspid valve disorder",201,316993,159,0,11,148,0.0390070921985816,0.0530085959885387,-0.0668696345055748
316993202,"Condition era record observed concurrent (overlapping) with cohort index:    316993-Tricuspid valve disorder",202,316993,NA,0,NA,NA,NA,NA,0.0970736101242327
316993251,"Condition era record observed during anytime on or prior to cohort index within condition group:  316993-Tricuspid valve disorder",201,316993,341,0,32,309,0.113475177304965,0.11067335243553,0.00888186150941975
316993252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  316993-Tricuspid valve disorder",202,316993,NA,0,NA,NA,NA,NA,-0.0404768111061007
316994101,"Condition occurrence record observed during 365d on or prior to cohort index:  316994-Malignant hypertensive heart disease with congestive heart failure",101,316994,NA,0,NA,NA,NA,NA,-0.0656296467947704
316994201,"Condition era record observed during anytime on or prior to cohort index:    316994-Malignant hypertensive heart disease with congestive heart failure",201,316994,NA,0,NA,NA,NA,NA,0.0674513691587516
316995101,"Condition occurrence record observed during 365d on or prior to cohort index:  316995-Coronary occlusion",101,316995,NA,0,NA,NA,NA,NA,-0.13974919409913
316995102,"Condition occurrence record observed during 30d on or prior to cohort index:  316995-Coronary occlusion",102,316995,NA,0,NA,NA,NA,NA,0.0622267720229875
316995201,"Condition era record observed during anytime on or prior to cohort index:    316995-Coronary occlusion",201,316995,NA,0,NA,NA,NA,NA,0.00490397290962168
316995202,"Condition era record observed concurrent (overlapping) with cohort index:    316995-Coronary occlusion",202,316995,NA,0,NA,NA,NA,NA,-0.0656296467947704
316998101,"Condition occurrence record observed during 365d on or prior to cohort index:  316998-Left bundle branch block",101,316998,NA,0,NA,NA,NA,NA,-0.0539041731629433
316998102,"Condition occurrence record observed during 30d on or prior to cohort index:  316998-Left bundle branch block",102,316998,NA,0,NA,NA,NA,NA,0.103388916482379
316998103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  316998-Left bundle branch block",103,316998,NA,0,NA,NA,NA,NA,-0.0889428099668772
316998151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  316998-Left bundle branch block",101,316998,NA,0,NA,NA,NA,NA,0.0522054151673421
316998152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  316998-Left bundle branch block",102,316998,NA,0,NA,NA,NA,NA,0.0540271994234877
316998153,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index within condition group:  316998-Left bundle branch block",103,316998,NA,0,NA,NA,NA,NA,-0.0709008461306822
316998201,"Condition era record observed during anytime on or prior to cohort index:    316998-Left bundle branch block",201,316998,NA,0,NA,NA,NA,NA,-0.0957462098679674
316998202,"Condition era record observed concurrent (overlapping) with cohort index:    316998-Left bundle branch block",202,316998,NA,0,NA,NA,NA,NA,0.0683638601461501
316998251,"Condition era record observed during anytime on or prior to cohort index within condition group:  316998-Left bundle branch block",201,316998,NA,0,NA,NA,NA,NA,0.0839269878450263
316998252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  316998-Left bundle branch block",202,316998,NA,0,NA,NA,NA,NA,0.0237512877396719
316999101,"Condition occurrence record observed during 365d on or prior to cohort index:  316999-Conduction disorder of the heart",101,316999,657,0,59,598,0.209219858156028,0.214183381088825,-0.0121504017966405
316999102,"Condition occurrence record observed during 30d on or prior to cohort index:  316999-Conduction disorder of the heart",102,316999,387,0,43,344,0.152482269503546,0.123209169054441,0.084990692779497
316999103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  316999-Conduction disorder of the heart",103,316999,210,0,25,185,0.0886524822695035,0.0662607449856734,0.0838390567670878
316999151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  316999-Conduction disorder of the heart",101,316999,NA,0,NA,NA,NA,NA,-0.0804228851753984
316999201,"Condition era record observed during anytime on or prior to cohort index:    316999-Conduction disorder of the heart",201,316999,899,0,81,818,0.287234042553192,0.29297994269341,-0.0126616769671578
316999202,"Condition era record observed concurrent (overlapping) with cohort index:    316999-Conduction disorder of the heart",202,316999,317,0,23,294,0.0815602836879433,0.105300859598854,-0.0816408928282509
316999251,"Condition era record observed during anytime on or prior to cohort index within condition group:  316999-Conduction disorder of the heart",201,316999,NA,0,NA,NA,NA,NA,0.0995435971142291
317002101,"Condition occurrence record observed during 365d on or prior to cohort index:  317002-Low blood pressure",101,317002,253,0,27,226,0.0957446808510638,0.080945558739255,0.0521647480400408
317002102,"Condition occurrence record observed during 30d on or prior to cohort index:  317002-Low blood pressure",102,317002,150,0,13,137,0.0460992907801418,0.0490687679083095,-0.0139491134135331
317002103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  317002-Low blood pressure",103,317002,NA,0,NA,NA,NA,NA,0.0490745411827538
317002151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  317002-Low blood pressure",101,317002,114,0,12,102,0.0425531914893617,0.0365329512893983,0.0308952336868528
317002152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  317002-Low blood pressure",102,317002,NA,0,NA,NA,NA,NA,0.074567096541365
317002153,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index within condition group:  317002-Low blood pressure",103,317002,NA,0,NA,NA,NA,NA,0.0412332849246993
317002201,"Condition era record observed during anytime on or prior to cohort index:    317002-Low blood pressure",201,317002,380,0,36,344,0.127659574468085,0.123209169054441,0.0134370797523542
317002202,"Condition era record observed concurrent (overlapping) with cohort index:    317002-Low blood pressure",202,317002,NA,0,NA,NA,NA,NA,-0.0348207863767589
317002251,"Condition era record observed during anytime on or prior to cohort index within condition group:  317002-Low blood pressure",201,317002,187,0,18,169,0.0638297872340425,0.0605300859598854,0.0136646925160217
317002252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  317002-Low blood pressure",202,317002,NA,0,NA,NA,NA,NA,-0.0477168729779254
317003101,"Condition occurrence record observed during 365d on or prior to cohort index:  317003-Compression of vein",101,317003,NA,0,NA,NA,NA,NA,0.0388536115851294
317003102,"Condition occurrence record observed during 30d on or prior to cohort index:  317003-Compression of vein",102,317003,NA,0,NA,NA,NA,NA,-0.053567158400558
317003201,"Condition era record observed during anytime on or prior to cohort index:    317003-Compression of vein",201,317003,NA,0,NA,NA,NA,NA,0.024204833879339
317009101,"Condition occurrence record observed during 365d on or prior to cohort index:  317009-Asthma",101,317009,306,0,33,273,0.117021276595745,0.0977793696275072,0.0621765644225201
317009102,"Condition occurrence record observed during 30d on or prior to cohort index:  317009-Asthma",102,317009,NA,0,NA,NA,NA,NA,-0.0952192224731398
317009103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  317009-Asthma",103,317009,NA,0,NA,NA,NA,NA,0.0638545557690571
317009151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  317009-Asthma",101,317009,62,0,11,51,0.0390070921985816,0.0182664756446991,0.124597653323043
317009152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  317009-Asthma",102,317009,NA,0,NA,NA,NA,NA,0.0218530404257636
317009153,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index within condition group:  317009-Asthma",103,317009,NA,0,NA,NA,NA,NA,-0.0758098043578903
317009201,"Condition era record observed during anytime on or prior to cohort index:    317009-Asthma",201,317009,497,0,41,456,0.145390070921986,0.163323782234957,-0.0496532139648072
317009202,"Condition era record observed concurrent (overlapping) with cohort index:    317009-Asthma",202,317009,NA,0,NA,NA,NA,NA,-0.0285812001055879
317009251,"Condition era record observed during anytime on or prior to cohort index within condition group:  317009-Asthma",201,317009,124,0,11,113,0.0390070921985816,0.0404727793696275,-0.00750302387390093
317009252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  317009-Asthma",202,317009,NA,0,NA,NA,NA,NA,0.0118383773945423
317109101,"Condition occurrence record observed during 365d on or prior to cohort index:  317109-Respiratory arrest",101,317109,NA,0,NA,NA,NA,NA,0.0938883754382397
317109102,"Condition occurrence record observed during 30d on or prior to cohort index:  317109-Respiratory arrest",102,317109,NA,0,NA,NA,NA,NA,0.0301333614989319
317109103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  317109-Respiratory arrest",103,317109,NA,0,NA,NA,NA,NA,-0.0758098043578903
317109201,"Condition era record observed during anytime on or prior to cohort index:    317109-Respiratory arrest",201,317109,NA,0,NA,NA,NA,NA,-0.0753458734083239
317109202,"Condition era record observed concurrent (overlapping) with cohort index:    317109-Respiratory arrest",202,317109,NA,0,NA,NA,NA,NA,-0.0804228851753984
317248101,"Condition occurrence record observed during 365d on or prior to cohort index:  317248-Disorder of hematopoietic structure",101,317248,NA,0,NA,NA,NA,NA,-0.0804228851753984
317248102,"Condition occurrence record observed during 30d on or prior to cohort index:  317248-Disorder of hematopoietic structure",102,317248,NA,0,NA,NA,NA,NA,-0.0599006473198429
317248201,"Condition era record observed during anytime on or prior to cohort index:    317248-Disorder of hematopoietic structure",201,317248,NA,0,NA,NA,NA,NA,0.0344791991432504
317299151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  317299-Disorder of vitreous body",101,317299,NA,0,NA,NA,NA,NA,-0.0530046581513299
317299152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  317299-Disorder of vitreous body",102,317299,NA,0,NA,NA,NA,NA,0.145943196103711
317299251,"Condition era record observed during anytime on or prior to cohort index within condition group:  317299-Disorder of vitreous body",201,317299,148,0,16,132,0.0567375886524823,0.0472779369627507,0.0426125203939782
317302101,"Condition occurrence record observed during 365d on or prior to cohort index:  317302-Sinus node dysfunction",101,317302,250,0,23,227,0.0815602836879433,0.0813037249283668,0.000938066610215799
317302102,"Condition occurrence record observed during 30d on or prior to cohort index:  317302-Sinus node dysfunction",102,317302,139,0,15,124,0.0531914893617021,0.0444126074498567,0.0407544349273959
317302103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  317302-Sinus node dysfunction",103,317302,NA,0,NA,NA,NA,NA,0.0461931969751895
317302201,"Condition era record observed during anytime on or prior to cohort index:    317302-Sinus node dysfunction",201,317302,292,0,28,264,0.099290780141844,0.0945558739255014,0.0160047471632832
317302202,"Condition era record observed concurrent (overlapping) with cohort index:    317302-Sinus node dysfunction",202,317302,NA,0,NA,NA,NA,NA,-0.0345090420340961
317305101,"Condition occurrence record observed during 365d on or prior to cohort index:  317305-Stricture of artery",101,317305,NA,0,NA,NA,NA,NA,-0.072136862010929
317305102,"Condition occurrence record observed during 30d on or prior to cohort index:  317305-Stricture of artery",102,317305,NA,0,NA,NA,NA,NA,0.0488546270763998
317305201,"Condition era record observed during anytime on or prior to cohort index:    317305-Stricture of artery",201,317305,NA,0,NA,NA,NA,NA,-0.0408330431266445
317305202,"Condition era record observed concurrent (overlapping) with cohort index:    317305-Stricture of artery",202,317305,NA,0,NA,NA,NA,NA,0.119064005514816
317309101,"Condition occurrence record observed during 365d on or prior to cohort index:  317309-Peripheral arterial occlusive disease",101,317309,NA,0,NA,NA,NA,NA,-0.0318395742606255
317309201,"Condition era record observed during anytime on or prior to cohort index:    317309-Peripheral arterial occlusive disease",201,317309,NA,0,NA,NA,NA,NA,0.0127818248270594
317376901,"Observation record observed during 365d on or prior to cohort index:  317376-Tachypnea",901,317376,NA,0,NA,NA,NA,NA,-0.0967258156403916
317376902,"Observation record observed during 30d on or prior to cohort index:  317376-Tachypnea",902,317376,NA,0,NA,NA,NA,NA,-0.0599006473198429
317376905,"Number of observations during 365d on or prior to cohort index:  317376-Tachypnea",905,317376,NA,0,NA,NA,NA,NA,-0.053567158400558
317510201,"Condition era record observed during anytime on or prior to cohort index:    317510-Leukemia",201,317510,NA,0,NA,NA,NA,NA,-0.0437269469446626
317576101,"Condition occurrence record observed during 365d on or prior to cohort index:  317576-Coronary arteriosclerosis",101,317576,683,0,78,605,0.276595744680851,0.216690544412607,0.139309467185125
317576102,"Condition occurrence record observed during 30d on or prior to cohort index:  317576-Coronary arteriosclerosis",102,317576,366,0,38,328,0.134751773049645,0.117478510028653,0.0520487951122337
317576103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  317576-Coronary arteriosclerosis",103,317576,129,0,11,118,0.0390070921985816,0.0422636103151862,-0.0164939396836015
317576151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  317576-Coronary arteriosclerosis",101,317576,840,0,75,765,0.265957446808511,0.273997134670487,-0.0181102810300677
317576152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  317576-Coronary arteriosclerosis",102,317576,535,0,46,489,0.163120567375887,0.175143266475645,-0.0320759110671181
317576153,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index within condition group:  317576-Coronary arteriosclerosis",103,317576,226,0,28,198,0.099290780141844,0.0709169054441261,0.101816978845683
317576201,"Condition era record observed during anytime on or prior to cohort index:    317576-Coronary arteriosclerosis",201,317576,963,0,74,889,0.26241134751773,0.318409742120344,-0.123592885533453
317576202,"Condition era record observed concurrent (overlapping) with cohort index:    317576-Coronary arteriosclerosis",202,317576,255,0,23,232,0.0815602836879433,0.0830945558739255,-0.00558197611245114
317576251,"Condition era record observed during anytime on or prior to cohort index within condition group:  317576-Coronary arteriosclerosis",201,317576,1004,0,87,917,0.308510638297872,0.328438395415473,-0.0427838019009048
317576252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  317576-Coronary arteriosclerosis",202,317576,431,0,36,395,0.127659574468085,0.14147564469914,-0.0404936279463331
317585101,"Condition occurrence record observed during 365d on or prior to cohort index:  317585-Aortic aneurysm",101,317585,NA,0,NA,NA,NA,NA,0.0571476255468795
317585102,"Condition occurrence record observed during 30d on or prior to cohort index:  317585-Aortic aneurysm",102,317585,NA,0,NA,NA,NA,NA,-0.0709008461306822
317585151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  317585-Aortic aneurysm",101,317585,NA,0,NA,NA,NA,NA,-0.113777849019354
317585152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  317585-Aortic aneurysm",102,317585,NA,0,NA,NA,NA,NA,0.0184496065100018
317585153,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index within condition group:  317585-Aortic aneurysm",103,317585,NA,0,NA,NA,NA,NA,0.0806162530466717
317585201,"Condition era record observed during anytime on or prior to cohort index:    317585-Aortic aneurysm",201,317585,NA,0,NA,NA,NA,NA,-0.00787316356299107
317585251,"Condition era record observed during anytime on or prior to cohort index within condition group:  317585-Aortic aneurysm",201,317585,NA,0,NA,NA,NA,NA,-0.00383888406696006
317585252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  317585-Aortic aneurysm",202,317585,NA,0,NA,NA,NA,NA,0.0171002784664225
317890101,"Condition occurrence record observed during 365d on or prior to cohort index:  317890-Mitral and aortic stenosis",101,317890,NA,0,NA,NA,NA,NA,-0.0437269469446626
317890201,"Condition era record observed during anytime on or prior to cohort index:    317890-Mitral and aortic stenosis",201,317890,NA,0,NA,NA,NA,NA,0.11895980593344
317893101,"Condition occurrence record observed during 365d on or prior to cohort index:  317893-Paroxysmal supraventricular tachycardia",101,317893,117,0,10,107,0.0354609929078014,0.038323782234957,-0.0151878438167131
317893102,"Condition occurrence record observed during 30d on or prior to cohort index:  317893-Paroxysmal supraventricular tachycardia",102,317893,NA,0,NA,NA,NA,NA,-0.000356058756824703
317893103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  317893-Paroxysmal supraventricular tachycardia",103,317893,NA,0,NA,NA,NA,NA,0.00801465457483737
317893201,"Condition era record observed during anytime on or prior to cohort index:    317893-Paroxysmal supraventricular tachycardia",201,317893,154,0,10,144,0.0354609929078014,0.0515759312320917,-0.0790483002777692
317893202,"Condition era record observed concurrent (overlapping) with cohort index:    317893-Paroxysmal supraventricular tachycardia",202,317893,NA,0,NA,NA,NA,NA,0.0587218460690353
317895201,"Condition era record observed during anytime on or prior to cohort index:    317895-Renovascular hypertension",201,317895,NA,0,NA,NA,NA,NA,-0.053567158400558
317895251,"Condition era record observed during anytime on or prior to cohort index within condition group:  317895-Renovascular hypertension",201,317895,NA,0,NA,NA,NA,NA,0.0513978795210869
317898101,"Condition occurrence record observed during 365d on or prior to cohort index:  317898-Malignant essential hypertension",101,317898,211,0,15,196,0.0531914893617021,0.0702005730659026,-0.0707378736624325
317898102,"Condition occurrence record observed during 30d on or prior to cohort index:  317898-Malignant essential hypertension",102,317898,NA,0,NA,NA,NA,NA,0.00846236249989347
317898103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  317898-Malignant essential hypertension",103,317898,NA,0,NA,NA,NA,NA,-0.0488601050961674
317898201,"Condition era record observed during anytime on or prior to cohort index:    317898-Malignant essential hypertension",201,317898,383,0,37,346,0.131205673758865,0.123925501432665,0.0218240000157841
317898202,"Condition era record observed concurrent (overlapping) with cohort index:    317898-Malignant essential hypertension",202,317898,NA,0,NA,NA,NA,NA,0.0696067248470815
318096151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  318096-Secondary malignant neoplasm of lymph node",101,318096,NA,0,NA,NA,NA,NA,0.0728307264763362
318096251,"Condition era record observed during anytime on or prior to cohort index within condition group:  318096-Secondary malignant neoplasm of lymph node",201,318096,NA,0,NA,NA,NA,NA,0.0381254423503179
318169101,"Condition occurrence record observed during 365d on or prior to cohort index:  318169-Varicose veins of lower extremity",101,318169,NA,0,NA,NA,NA,NA,0.0540271994234877
318169151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  318169-Varicose veins of lower extremity",101,318169,NA,0,NA,NA,NA,NA,0.0241215065082823
318169152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  318169-Varicose veins of lower extremity",102,318169,NA,0,NA,NA,NA,NA,0.0118383773945423
318169201,"Condition era record observed during anytime on or prior to cohort index:    318169-Varicose veins of lower extremity",201,318169,NA,0,NA,NA,NA,NA,-0.0359675869902811
318169251,"Condition era record observed during anytime on or prior to cohort index within condition group:  318169-Varicose veins of lower extremity",201,318169,NA,0,NA,NA,NA,NA,-0.0386499885977487
318174151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  318174-Phlebitis",101,318174,NA,0,NA,NA,NA,NA,0.0522054151673421
318174251,"Condition era record observed during anytime on or prior to cohort index within condition group:  318174-Phlebitis",201,318174,NA,0,NA,NA,NA,NA,-0.0112100856272567
318222201,"Condition era record observed during anytime on or prior to cohort index:    318222-Acute lymphadenitis",201,318222,NA,0,NA,NA,NA,NA,0.0301333614989319
318443101,"Condition occurrence record observed during 365d on or prior to cohort index:  318443-Arteriosclerotic vascular disease",101,318443,NA,0,NA,NA,NA,NA,0.0439144563950282
318443151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  318443-Arteriosclerotic vascular disease",101,318443,664,0,63,601,0.223404255319149,0.21525787965616,0.0196880158535537
318443152,"Condition occurrence record observed during 30d on or prior to cohort index within condition group:  318443-Arteriosclerotic vascular disease",102,318443,349,0,29,320,0.102836879432624,0.114613180515759,-0.0378369379224007
318443153,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index within condition group:  318443-Arteriosclerotic vascular disease",103,318443,125,0,13,112,0.0460992907801418,0.0401146131805158,0.0294701634398153
318443201,"Condition era record observed during anytime on or prior to cohort index:    318443-Arteriosclerotic vascular disease",201,318443,NA,0,NA,NA,NA,NA,0.0783750481950975
318443251,"Condition era record observed during anytime on or prior to cohort index within condition group:  318443-Arteriosclerotic vascular disease",201,318443,904,0,84,820,0.297872340425532,0.293696275071633,0.00915021750967076
318443252,"Condition era record observed concurrent (overlapping) with cohort index within condition group:  318443-Arteriosclerotic vascular disease",202,318443,249,0,26,223,0.0921985815602837,0.0798710601719198,0.04397225640641
318445101,"Condition occurrence record observed during 365d on or prior to cohort index:  318445-Post cardiac operation functional disturbance",101,318445,NA,0,NA,NA,NA,NA,-0.0847883990274221
318445201,"Condition era record observed during anytime on or prior to cohort index:    318445-Post cardiac operation functional disturbance",201,318445,NA,0,NA,NA,NA,NA,0.0783750481950975
318448101,"Condition occurrence record observed during 365d on or prior to cohort index:  318448-Second degree atrioventricular block",101,318448,NA,0,NA,NA,NA,NA,0.00625484073293571
318448102,"Condition occurrence record observed during 30d on or prior to cohort index:  318448-Second degree atrioventricular block",102,318448,NA,0,NA,NA,NA,NA,-0.0599006473198429
318448151,"Condition occurrence record observed during 365d on or prior to cohort index within condition group:  318448-Second degree atrioventricular block",101,318448,NA,0,NA,NA,NA,NA,0.124095212958639
318448201,"Condition era record observed during anytime on or prior to cohort index:    318448-Second degree atrioventricular block",201,318448,NA,0,NA,NA,NA,NA,-0.0170467507540128
318448202,"Condition era record observed concurrent (overlapping) with cohort index:    318448-Second degree atrioventricular block",202,318448,NA,0,NA,NA,NA,NA,-0.053567158400558
318448251,"Condition era record observed during anytime on or prior to cohort index within condition group:  318448-Second degree atrioventricular block",201,318448,NA,0,NA,NA,NA,NA,0.199682055100004
318459101,"Condition occurrence record observed during 365d on or prior to cohort index:  318459-Respiratory insufficiency",101,318459,78,0,12,66,0.0425531914893617,0.0236389684813754,0.105880579060751
318459102,"Condition occurrence record observed during 30d on or prior to cohort index:  318459-Respiratory insufficiency",102,318459,NA,0,NA,NA,NA,NA,0.109936042986951
318459103,"Condition occurrence record of primary inpatient diagnosis observed during 180d on or prior to cohort index:  318459-Respiratory insufficiency",103,318459,NA,0,NA,NA,NA,NA,-0.0112100856272567
318459201,"Condition era record observed during anytime on or prior to cohort index:    318459-Respiratory insufficiency",201,318459,NA,0,NA,NA,NA,NA,-0.0652657901169676
318459202,"Condition era record observed concurrent (overlapping) with cohort index:    318459-Respiratory insufficiency",202,318459,NA,0,NA,NA,NA,NA,-0.0962755753677976
318521101,"Condition occurrence record observed during 365d on or prior to cohort index:  318521-Displacement of thoracic intervertebral disc without myelopathy",101,318521,NA,0,NA,NA,NA,NA,-0.053567158400558
318521201,"Condition era record observed during anytime on or prior to cohort index:    318521-Displacement of thoracic intervertebral disc without myelopathy",201,318521,NA,0,NA,NA,NA,NA,0.0170594629768674
318556101,"Condition occurrence record observed during 365d on or prior to cohort index:  318556-Epistaxis",101,318556,NA,0,NA,NA,NA,NA,0.0972649831800956
318556102,"Condition occurrence record observed during 30d on or prior to cohort index:  318556-Epistaxis",102,318556,NA,0,NA,NA,NA,NA,0.0904411870992536
318556201,"Condition era record observed during anytime on or prior to cohort index:    318556-Epistaxis",201,318556,NA,0,NA,NA,NA,NA,-0.0659399222244194
318556202,"Condition era record observed concurrent (overlapping) with cohort index:    318556-Epistaxis",202,318556,NA,0,NA,NA,NA,NA,0.0513978795210869
318566201,"Condition era record observed during anytime on or prior to cohort index:    318566-Flushing",201,318566,NA,0,NA,NA,NA,NA,-0.0656296467947704
318712101,"Condition occurrence record observed during 365d on or prior to cohort index:  318712-Peripheral circulatory disorder associated with type 1 diabetes mellitus",101,318712,NA,0,NA,NA,NA,NA,-0.018714859946172
318712201,"Condition era record observed during anytime on or prior to cohort index:    318712-Peripheral circulatory disorder associated with type 1 diabetes mellitus",201,318712,NA,0,NA,NA,NA,NA,0.0241215065082823
318736101,"Condition occurrence record observed during 365d on or prior to cohort index:  318736-Migraine",101,318736,69,0,11,58,0.0390070921985816,0.0207736389684814,0.107229977279605
